movie_id
278
238
240
424
389
129
155
19404
497
496243
122
680
372058
157336
429
13
769
346
12477
637
550
667257
14537
11216
598
120
539
40096
510
121
696374
311
324857
255709
1891
4935
378064
423
807
244786
770156
27205
724089
1058694
761053
12493
567
274
569094
73
128
620249
105
1184918
820067
3782
372754
207
10494
101
15804
652837
533514
599
914
644479
1139087
42269
3082
335
1585
1186532
77338
28
92321
18491
1356039
632632
901
975
637920
8587
29259
10376
670
572154
630566
504253
447362
299534
299536
603
508965
568332
527641
654299
490132
25237
857
98
24188
265177
110420
92060
995133
16869
803796
618344
37257
315162
635302
694
441130
1124
50014
11
283566
354912
16672
11324
284
290098
313106
829402
324786
68718
522924
1160164
620683
185
77
5156
476292
629
537061
348
361743
490
26451
20941
18148
1422
111
489
81481
426
399106
37165
851644
289
10098
592350
606856
517814
872
797
458220
666
280
693134
20914
9702
103
575813
1103621
475557
812225
935
823219
600
422
810693
610892
500
38288
1398
795607
406997
3780
531428
100
508442
791373
10681
996
398818
46738
600354
146233
19
755812
1026227
20334
103663
614
24382
843
655
38
664767
239
470044
282848
11878
149871
387
406
411088
12445
663558
705
2457
20532
831827
55823
7345
31439
1091
11659
832
8392
21634
1064486
62
359940
762975
7347
4348
439
522518
133919
11423
381284
992
1955
548
11645
872585
532067
518068
437068
640344
555604
334543
42229
582
980477
638507
397567
26022
550776
120467
310569
800
1244492
106646
279
698687
538362
307
147
785534
9277
821
610461
347688
938
472454
400608
641
28178
673
204
823754
43949
414419
359724
521
55960
20530
14
400928
110416
14696
838240
264644
8422
947
15
526702
140420
20453
595
515001
780
568160
524
3175
339877
205596
19426
13223
1087192
530915
11658
962232
906126
455661
51822
962
678580
449176
429210
11778
337404
213
12761
640
19542
678512
7508
626332
25376
2517
1059
862
76
24
38286
10515
424694
11104
895
329
11712
627
14160
10386
679
48035
30017
70
1084736
3090
574074
160885
237791
10997
81
37797
745
1000492
29264
6977
726684
28422
930094
489412
15244
1580
1396
12104
78
197
1000837
5925
149
634649
315465
76203
41050
447365
242828
28978
10404
180147
1050035
11010
961
8290
6715
296096
9323
770
234
142061
949
85
21334
20803
18438
1646
38360
1578
152532
13398
3777
23282
829
1092
827
194
378108
150540
405
122906
110
25538
20722
33
9764
118340
10242
1892
776503
503314
15383
51482
10674
597
404378
775
28971
671
615457
10728
752
313369
60243
615453
488623
14836
916224
223
49964
7984
7857
740937
11036
920394
554596
360814
354857
334533
1162
1402
210577
665
582927
491480
94047
610150
10238
573164
804
29455
2011
426618
183011
530254
17295
654
505262
20271
458302
667520
24238
52629
158445
482321
16237
393
1607
833
3112
944401
455714
662
316029
47796
550205
1376434
961323
774531
265195
777
3034
698948
501929
331482
24428
16
761898
369557
11293
522212
613
1214484
32085
381341
25364
23160
453
10191
275
235
505192
89
59440
585
1081676
5801
698508
152601
3083
968
581528
546554
399174
16804
93
379170
50759
45752
581
115
677638
293299
266856
52345
11656
438695
31411
430424
33320
9479
323272
2062
11953
16859
178682
33602
6075
5924
391
27064
779047
435129
47931
32480
1280
83564
25606
805
714888
650031
445030
24167
11830
3078
522402
826
631
198
263115
14574
31442
527774
10774
303867
12
4977
107
22
596
554590
552532
314365
200727
2440
548544
419478
11697
10315
594634
80
1426776
301
911430
762
531
398924
15859
10775
1018
502
152742
10193
2118
84892
56231
562
31011
674
937746
393559
367412
335578
16761
5915
113
3870
49797
58129
11621
785084
579245
508943
149870
1366
29458
22843
49026
1394
29845
22683
11049
593
887
901563
13042
12496
142
359156
277216
14069
262
20873
5961
25050
976893
348892
632322
570503
712454
438631
9475
136
934
165
71157
2721
31056
11602
11005
783675
5000
925
144
760774
946
5991
1062722
141
126319
6844
1010581
5511
169813
22504
9421
1480
18079
14756
553
652722
423612
583
10229
1417
273248
14282
117
937278
1675
86837
143
269149
24480
808
715931
587
380
28162
12429
1175942
523781
13855
396535
166428
211954
40662
303
609242
585511
428493
1700
792
15916
25253
903
203217
10227
322
216
579974
14811
9552
873
17483
113833
12444
27670
703
980489
45269
843906
382591
20126
492188
882569
486589
123025
15265
51533
10020
5528
1040
96721
12405
2108
545611
336804
177572
11902
334
602063
22596
61979
15121
221732
404
49046
32579
28276
525
369299
30959
9806
162
696
272
705861
666277
603692
1626
359784
11299
205
396
9800
309
451945
980
374473
12491
502033
688
242582
963
597316
49687
30018
672
980026
11171
1139817
843241
40619
51608
19026
12516
158
297222
2204
573699
30588
23832
4480
539517
851
632
336
613868
453191
3114
573171
337960
286217
24657
16052
773
713776
5544
413594
234200
177945
2493
435366
375794
656563
137182
44214
9023
479718
938008
21135
5910
1633
767
578
10757
2433
244063
48831
1632
974036
393729
336808
990
