id,imdb_id,title,tagline,overview,poster_path,backdrop_path,release_date,vote_average,vote_count,genres,budget,revenue,runtime,rating_band
531593,tt6547170,Reprisal,A life for a life.,"Jacob, a bank manager haunted by a violent heist that took the life of a coworker, teams up with his ex-cop neighbor, James, to bring down the assailant. While the two men work together to figure out the thief’s next move, Gabriel, the highly-trained criminal, is one step ahead. When Gabriel kidnaps Jacob’s wife and daughter, Jacob barrels down a path of bloodshed that initiates an explosive counterattack and brings all three men to the breaking point.",/AiRrAJn4MvZxsmaDwEo8gw4FmQh.jpg,/pP4qymqnkjKoJrKuqqR4I3xTrmo.jpg,2018-08-31,5.221,301,"['Action', 'Adventure', 'Thriller']",0,598625,89,low
384737,tt4651410,Precious Cargo,Never steal from a thief,"After a botched heist, Eddie  a murderous crime boss, hunts down the seductive thief Karen who failed him. In order to win back Eddie’s trust, Karen recruits her ex-lover and premier thief Jack to steal a cargo of rare precious gems. But when the job goes down, allegiances are betrayed and lines are crossed as Jack, Karen, and Eddie face off in a fateful showdown.",/dOQv2PDBu9bBCZRLeRp6QQYJDr3.jpg,/5yRU4YM4Vo5jYVZ6FoYlsUOrxU3.jpg,2016-07-14,5.097,300,"['Action', 'Crime', 'Thriller']",10500000,567064,99,low
297761,tt1386697,Suicide Squad,Worst. Heroes. Ever.,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",/sk3FZgh3sRrmr8vyhaitNobMcfh.jpg,/wAk0yKrhAmvsoMvlKs4QImhvK5X.jpg,2016-08-03,5.917,21999,"['Action', 'Adventure', 'Fantasy']",175000000,749200054,122,medium
209112,tt2975590,Batman v Superman: Dawn of Justice,The greatest gladiator match in the history of the world.,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,/5fX1oSGuYdKgwWmUTAN5MNSQGzr.jpg,2016-03-23,5.992,18874,"['Action', 'Adventure', 'Fantasy']",250000000,874362803,152,medium
240832,tt2872732,Lucy,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",/kRbpUTRNm6QbLQFPFWUcNC4czEm.jpg,/1hzH1Wu2xhXBNOWzw3RMwNTJX5q.jpg,2014-07-25,6.473,16955,"['Action', 'Science Fiction']",40000000,469058574,89,medium
559,tt0413300,Spider-Man 3,The greatest battle lies within.,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,/w1oD1MzHjnBJc5snKupIQaSBLIh.jpg,2007-05-01,6.454,15091,"['Action', 'Adventure', 'Science Fiction']",258000000,894983373,139,medium
8966,tt1099212,Twilight,"When you can live forever, what do you live for?","When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,/weAYfu6FfrNxEDJ3xH1XpgQcqUv.jpg,2008-11-20,6.28,14318,"['Fantasy', 'Drama', 'Romance']",37000000,393616788,122,medium
141052,tt0974015,Justice League,You can't save the world alone.,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,/2nyaeISu2xIxIgZYNpX4UayY8PN.jpg,2017-11-15,6.1,13597,"['Action', 'Adventure', 'Science Fiction']",300000000,661326987,120,medium
72105,tt1637725,Ted,Ted is coming.,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",/1QVZXQQHCEIj8lyUhdBYd2qOYtq.jpg,/hkAVgWvAMmM8tj9CDEvGqMdNQBE.jpg,2012-06-29,6.449,13074,"['Comedy', 'Fantasy']",50000000,549368315,107,medium
14161,tt1190080,2012,We were warned.,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",/c2PkTPT5D9zB8SIm5wNlDAANEqM.jpg,/jCvkDqWWBrgxf9R3DrtJ6GpqXse.jpg,2009-10-10,5.873,12655,"['Action', 'Adventure', 'Science Fiction']",200000000,791217826,158,medium
1724,tt0800080,The Incredible Hulk,You'll like him when he's angry.,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",/gKzYx79y0AQTL4UAk1cBQJ3nvrm.jpg,/jPu8yiadqgzwFPGKJmGo637ASVP.jpg,2008-06-12,6.2,12593,"['Science Fiction', 'Action', 'Adventure']",150000000,264770996,114,medium
216015,tt2322441,Fifty Shades of Grey,Mr. Grey will see you now.,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,/7IGKrY1f1KfwMipx9wZC4NRgIdF.jpg,2015-02-11,5.871,12329,"['Drama', 'Romance', 'Thriller']",40000000,569651467,125,medium
2080,tt0458525,X-Men Origins: Wolverine,Witness the origin.,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",/yj8LbTju1p7CUJg7US2unSBk33s.jpg,/p4GzAzjlL7lXIVGvayg7zvzGTSi.jpg,2009-04-28,6.286,11164,"['Adventure', 'Action', 'Science Fiction']",150000000,373062864,107,medium
211672,tt2293640,Minions,Go back to where it all began.,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",/dr02BdCNAUPVU07aOodwPYv6HCf.jpg,/wKrxeY6lbu7KFBsWVcMH6M8avwr.jpg,2015-06-17,6.419,11048,"['Family', 'Animation', 'Adventure', 'Comedy']",74000000,1159457503,91,medium
181812,tt2527338,Star Wars: The Rise of Skywalker,The Saga Concludes.,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",/db32LaOibwEliAmSL2jjDF6oDdj.jpg,/jOzrELAzFxtMx2I4uDGHOotdfsS.jpg,2019-12-18,6.273,10744,"['Adventure', 'Action', 'Science Fiction']",489900000,1074144248,142,medium
608,tt0120912,Men in Black II,Same planet. New scum.,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",/enA22EPyzc2WQ1VVyY7zxresQQr.jpg,/o1l6OCqA3pYDZHIc5L1s7CEzCMv.jpg,2002-07-03,6.384,10572,"['Action', 'Comedy', 'Science Fiction']",140000000,445135288,88,medium
262500,tt2908446,Insurgent,Defy reality.,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,/dP5Fb6YRfzmCQtRbHOr2kO7tJW9.jpg,/8YNNyQiPZlF9qv5EGOUK20mnXVk.jpg,2015-03-18,6.36,10384,"['Action', 'Science Fiction', 'Thriller']",110000000,297002527,119,medium
36668,tt0376994,X-Men: The Last Stand,Take a stand.,"When a cure is found to treat mutations, lines are drawn amongst the X-Men—led by Professor Charles Xavier—and the Brotherhood, a band of powerful mutants organised under Xavier's former ally, Magneto.",/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg,/sBl1n4Oi2wX81EtXIb8NsPqJf3W.jpg,2006-05-24,6.418,10301,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",210000000,459359555,104,medium
76170,tt1430132,The Wolverine,"When he's most vulnerable, he's most dangerous.","Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",/t2wVAcoRlKvEIVSbiYDb8d0QqqS.jpg,/bEAQfLTykGg232kJogBlxRYaRqU.jpg,2013-07-21,6.431,10214,"['Action', 'Science Fiction', 'Adventure']",120000000,415440673,126,medium
8960,tt0448157,Hancock,There are heroes. There are superheroes. And then there's Hancock.,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg,/xh0ZRdnL4pSqfW73HBf97xiNEFP.jpg,2008-07-01,6.353,10176,"['Fantasy', 'Action']",150000000,629400000,92,medium
9738,tt0120667,Fantastic Four,4 times the action. 4 times the adventure. 4 times the fantastic.,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",/8HLQLILZLhDQWO6JDpvY6XJLH75.jpg,/2cDXXLirYsoP6rk9B8yrvNHbbFy.jpg,2005-06-29,5.804,9922,"['Action', 'Fantasy', 'Science Fiction']",100000000,333535934,106,medium
810,tt0413267,Shrek the Third,He's in for the royal treatment.,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",/n4SexGGQzI26E269tfpa80MZaGV.jpg,/wvXxKpFGXvQJRB0nvvfURhRD3C0.jpg,2007-05-17,6.306,9709,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",160000000,813367380,93,medium
124905,tt0831387,Godzilla,"The world ends, Godzilla begins.","Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",/tphkjmQq8WebuVwNXelmjLUXuPJ.jpg,/cHvwgJPaT59H1HiQsvBrGD5I46g.jpg,2014-05-14,6.353,9698,"['Action', 'Drama', 'Science Fiction']",160000000,524978362,123,medium
18239,tt1259571,The Twilight Saga: New Moon,Forbidden to remember. Terrified to forget.,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",/k2qTooPlHffgNABNWxeJdGMglPK.jpg,/dF2c20sRDgySZLaLS2OUerL07sz.jpg,2009-11-18,5.99,9692,"['Adventure', 'Fantasy', 'Drama', 'Romance']",50000000,709827462,131,medium
126889,tt2316204,Alien: Covenant,The path to paradise begins in hell.,"The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world.",/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,/iXXPaQPfQowpQ5UvhsHLj9BgFhe.jpg,2017-05-09,6.173,9338,"['Horror', 'Science Fiction']",97000000,240891763,122,medium
50620,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,The epic finale that will live forever.,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg,/qkl57wzSFrpi2sRpoc2mZJbMuLP.jpg,2012-11-13,6.455,9327,"['Fantasy', 'Drama', 'Romance']",120000000,829747654,115,medium
300668,tt2798920,Annihilation,Fear what's inside.,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",/4YRplSk6BhH6PRuE9gfyw9byUJ6.jpg,/9trZvBr44UGedUOiGo3jgSUw13e.jpg,2018-02-22,6.44,9285,"['Science Fiction', 'Horror']",40000000,43070915,115,medium
50619,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,Forever is just the beginning.,Bella Swan and Edward Cullen's honeymoon phase is abruptly disrupted by betrayals and unforeseen tragedies that endanger their world.,/qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg,/hBwDYiOPwXHuwiYGP82ekFNSeBr.jpg,2011-11-16,6.189,9222,"['Adventure', 'Fantasy', 'Romance']",110000000,712171856,117,medium
24021,tt1325004,The Twilight Saga: Eclipse,It all begins... with a choice.,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",/dK4Gi1UdMiHzHc7r7CZQG4IQ9Sr.jpg,/oguoQWtQJcqIkmmUNbe3CmLx6AP.jpg,2010-06-23,6.195,9201,"['Adventure', 'Fantasy', 'Drama', 'Romance']",68000000,698491347,124,medium
47971,tt1293847,xXx: Return of Xander Cage,"There are no more patriots, just rebels and tyrants.","Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",/hba8zREJpP1AYhaXgb2oJLQeO0K.jpg,/cFcXilLbI7yjPIYB58AZiOyUnoh.jpg,2017-01-13,6.132,9199,"['Action', 'Adventure', 'Crime']",85000000,346118277,107,medium
109439,tt1951261,The Hangover Part III,It all ends.,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",/vtxuPWkdllLNLVyGjKYa267ntuH.jpg,/o8ZS811VjYbBi4pRYwILLdWCVey.jpg,2013-05-23,6.207,9171,['Comedy'],103000000,362000072,100,medium
8373,tt1055369,Transformers: Revenge of the Fallen,Revenge is coming.,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,/bH1bhjn37uA1zOPvyHbzJSvza7v.jpg,2009-06-19,6.209,9084,"['Science Fiction', 'Action', 'Adventure']",200000000,836303693,150,medium
464052,tt7126948,Wonder Woman 1984,A new era of wonder begins.,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,/egg7KFi18TSQc1s24RMmR9i2zO6.jpg,2020-12-16,6.369,8988,"['Action', 'Adventure', 'Fantasy']",200000000,169601036,151,medium
254128,tt2126355,San Andreas,We always knew this day would come.,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,/zcySy6dnSmyqiichtDgO7AEeZoq.jpg,2015-05-27,6.244,8956,"['Action', 'Drama', 'Thriller']",110000000,473990832,114,medium
217,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,The adventure continues...,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",/56As6XEM1flWvprX4LgkPl8ii4K.jpg,/p96949hcwUG2BwE6MgKmw0uYNCx.jpg,2008-05-21,6.0,8958,"['Adventure', 'Action']",185000000,786636033,122,medium
87101,tt1340138,Terminator Genisys,Reset the future,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,/wvlIoof1FnKPLv9jAYanuP31V0C.jpg,2015-06-23,5.951,8912,"['Science Fiction', 'Action', 'Thriller']",155000000,440603537,126,medium
38356,tt1399103,Transformers: Dark of the Moon,Be afraid of the dark.,"The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.",/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg,/h3js4rulxzKMOokM2oO5Kr0mBZU.jpg,2011-06-28,6.2,8870,"['Action', 'Science Fiction', 'Adventure']",195000000,1123794079,154,medium
158015,tt2184339,The Purge,"One night a year, all crime is legal.","Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",/46X1ei9uf13nkkr0OhWldGyr5Uh.jpg,/9J3HHP3kQ5ZStyirJyWPWtvvrHY.jpg,2013-05-31,6.251,8788,"['Science Fiction', 'Horror', 'Thriller']",3000000,91266581,85,medium
91314,tt2109248,Transformers: Age of Extinction,"This is not war, it's extinction.","As humanity picks up the pieces after the battle of Chicago, a shadowy group reveals itself in an attempt to control the direction of history…while an ancient, powerful new menace sets Earth in its crosshairs. With help from Cade Yeager, Optimus Prime and the Autobots rise to meet their most fearsome challenge yet.",/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,/wxr4Z6E83h14CogsZOzDm1vuDX3.jpg,2014-06-25,5.957,8680,"['Science Fiction', 'Action', 'Adventure']",210000000,1104054072,165,medium
315837,tt1219827,Ghost in the Shell,There's nothing sadder than a puppet without a ghost.,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",/zCtL3UBgCoZzd7XTVGhvl6XY75E.jpg,/dDVqfmCzSy3TKSmiS2pJ9QB5E3P.jpg,2017-03-29,6.105,8506,"['Science Fiction', 'Drama', 'Action']",110000000,169801921,107,medium
616037,tt10648342,Thor: Love and Thunder,The one is not the only.,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,2022-07-06,6.4,8479,"['Fantasy', 'Action', 'Comedy']",250000000,760928081,119,medium
328111,tt2709768,The Secret Life of Pets,Ever wonder what your pets do when you're not home?,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",/g3Hms6AE174doeGR1gz5zX5sVsv.jpg,/c1Ywtvlqls6tPBZ3BqbPtBwHyng.jpg,2016-06-18,6.316,8468,"['Family', 'Comedy', 'Adventure', 'Animation']",75000000,875457937,86,medium
10764,tt0830515,Quantum of Solace,Have Regrets. Get Revenge.,"Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,/3CqMIX3ZlrD0pU3fpBL6DM0Cneb.jpg,2008-10-29,6.335,8467,"['Adventure', 'Action', 'Thriller']",200000000,589593688,106,medium
339846,tt1469304,Baywatch,"Don't worry, summer is coming.","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,/6QmX2BDVr1hIOIPHqnxvp1C1ZZp.jpg,2017-05-25,6.085,8461,"['Comedy', 'Action', 'Crime']",69000000,177900000,116,medium
49013,tt1216475,Cars 2,The Mission Begins.,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,/4BS8tgBNWg2jPiDlBwM2iJe1xB7.jpg,2011-06-11,6.176,8422,"['Animation', 'Family', 'Adventure', 'Comedy']",200000000,559852396,106,medium
1979,tt0486576,Fantastic Four: Rise of the Silver Surfer,Discover the secret of the Surfer.,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",/1rxTraSO45jbvTrCeSvJ6RmOu1b.jpg,/o2wYH40zW0JIYiYUTu6L4gsNy7E.jpg,2007-06-13,5.631,8346,"['Science Fiction', 'Adventure', 'Action']",130000000,301913131,92,medium
338970,tt1365519,Tomb Raider,Her legend begins.,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",/s4Qn5LF6OwK4rIifmthIDtbqDSs.jpg,/ohijjhvNqAPKTURQr6VIF7xuAjY.jpg,2018-03-05,6.366,8297,"['Action', 'Adventure', 'Fantasy']",94000000,274650803,118,medium
27578,tt1320253,The Expendables,Choose your weapon.,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",/j09ZkH6R4JWVylBcDai1laCmGw7.jpg,/sJpbDELfC8VjlRBOOkMJxxWpUg7.jpg,2010-08-07,6.252,8228,"['Thriller', 'Adventure', 'Action']",80000000,274470394,103,medium
58595,tt1735898,Snow White and the Huntsman,The fairytale is over,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",/8HUa5kRubYbnAD5UVpnhTGGgMTW.jpg,/KBe9fHU5rVg4daoKnFwl1Cbc28.jpg,2012-05-30,5.988,8188,"['Adventure', 'Fantasy', 'Drama']",170000000,396600000,127,medium
345940,tt4779682,The Meg,Pleased to eat you.,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",/eyWICPcxOuTcDDDbTMOZawoOn8d.jpg,/ibKeXahq4JD63z6uWQphqoJLvNw.jpg,2018-08-09,6.2,8133,"['Action', 'Science Fiction', 'Horror']",150000000,530517320,113,medium
57800,tt1667889,Ice Age: Continental Drift,The end of the world is just the tip of the iceberg.,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",/dfp1BZF7FxbBUyzHvMOI9t8NWDD.jpg,/liiPM38H376CDqxJ7VeQjan5YUy.jpg,2012-06-27,6.4,8051,"['Animation', 'Comedy', 'Adventure', 'Family']",95000000,877244782,88,medium
257344,tt2120120,Pixels,Play for the planet.,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,/d26S5EfVXLNxRXqyFy1yyl3qRq3.jpg,/41Y3h2FVfoU4baFdTZwRrlD4MDM.jpg,2015-07-16,5.768,7985,"['Action', 'Comedy', 'Science Fiction']",88000000,244874809,106,medium
214756,tt2637276,Ted 2,Thunder buddies for life.,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",/38C91I7Xft0gyY7BITm8i4yvuRb.jpg,/xtHonIIIQXverDQM08TMQXjn9Fe.jpg,2015-06-25,6.315,7924,"['Comedy', 'Fantasy']",68000000,215863606,115,medium
341174,tt4465564,Fifty Shades Darker,Every fairy tale has a dark side.,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",/w3qa274gvca9t8pkUoG8nfQgTU3.jpg,/16aJtXO6lObbBUr11IvkjB1QD1f.jpg,2017-02-08,6.5,7908,"['Drama', 'Romance']",55000000,381545846,118,medium
10192,tt0892791,Shrek Forever After,It ain't ogre...til it's ogre.,"A midlife-crisis burdened Shrek, longing for the days when he felt like a real ogre, makes a pact with magic deal-maker Rumpelstiltskin. But when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",/6HrfPZtKcGmX2tUWW3cnciZTaSD.jpg,/uzzTystB8lL0mRDII5Sfs5HxgkI.jpg,2010-05-20,6.393,7887,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",165000000,752600867,93,medium
395992,tt5442430,Life,Be careful what you search for.,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",/wztfli5NgYDgurVgShNflvnyA3Z.jpg,/nNh7vHHISVAaziJEqAq0P9iL52w.jpg,2017-03-22,6.451,7876,"['Horror', 'Science Fiction', 'Mystery']",58000000,100541806,104,medium
331,tt0163025,Jurassic Park III,"This time, it's not just a walk in the park!","In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",/oQXj4NUfS3r3gHXtDOzcJgj1lLc.jpg,/8v8x4vVbRgrsdU3M4drnD7HQbfe.jpg,2001-07-18,6.171,7779,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",93000000,368780809,92,medium
32657,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Worlds collide.,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",/brzpTyZ5bnM7s53C1KSk1TmrMO6.jpg,/ugiV9SpJburMOPeIyjBJyAnO1So.jpg,2010-02-01,6.213,7779,"['Adventure', 'Fantasy', 'Family']",95000000,226497209,118,medium
223702,tt1700841,Sausage Party,Get your fill,Hot dog Frank leads a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.,/vNgdPJQ5CI60oEiiHLKRNrsDhMy.jpg,/hsb8nNBt3emvWqBs7Xv5IKlz6Im.jpg,2016-07-11,5.753,7677,"['Adventure', 'Animation', 'Comedy', 'Fantasy']",19000000,140705322,89,medium
