id,imdb_id,title,tagline,overview,poster_path,backdrop_path,release_date,vote_average,vote_count,genres,budget,revenue,runtime,rating_band
8965,tt0344864,Atlantis: Milo's Return,The all-new adventures,Milo and Kida reunite with their friends to investigate strange occurances around the world that seem to have links to the secrets of Atlantis.,/hyAbWGld5WLdrmUB9OHyewcJQGL.jpg,/GDTwA5FBvVUOjCGKoNDMflbs3Z.jpg,2003-02-25,6.3,3890,"['Fantasy', 'Animation', 'Science Fiction', 'Family', 'Action']",0,0,80,medium
59961,tt1599348,Safe House,No one is safe,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",/7CBhSjQa07LYt0RGejYjWugGmdV.jpg,/kXRskNzFiTxi5xwsM6hDmOTGae7.jpg,2012-02-08,6.489,3887,"['Action', 'Thriller']",85000000,208076205,115,medium
419479,tt4225622,The Babysitter,Dream girls can be a nightmare.,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a Satanic cult that will stop at nothing to keep him quiet.",/uAzKNxGnbK5SL7VF7UeQyZdQLHV.jpg,/wNW576H4HtGy3kQHDeI4x8uHEZ3.jpg,2017-10-13,6.178,3865,"['Comedy', 'Horror']",0,0,85,medium
19912,tt1144884,The Final Destination,Rest in pieces.,A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.,/5vxXrr1MqGsT4NNeRITpfDnl4Rq.jpg,/vMaKc5PwdKIIBt5q7JQjfgyESYT.jpg,2009-08-26,5.613,3859,"['Horror', 'Mystery']",40000000,187384627,82,medium
36669,tt0246460,Die Another Day,He's never been cooler.,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",/bZmGqOhMhaLn8AoFMvFDct4tbrL.jpg,/ibJEhfV4CudcL3iaUgvhkBrfMCO.jpg,2002-11-17,6.0,3845,"['Adventure', 'Action', 'Thriller']",142000000,431971116,133,medium
11665,tt0425061,Get Smart,Saving the world...and loving it.,"When members of the nefarious crime syndicate KAOS attack the U.S. spy agency Control and the identities of secret agents are compromised, the Chief has to promote hapless but eager analyst Maxwell Smart to field agent. He is partnered with veteran and capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil world-domination plans of KAOS and its crafty operative?",/sZUjbtUS8qxXp4mj90evnqPJqX7.jpg,/AfqYmTA3JUsyrFAVHoFyjyjG3Vl.jpg,2008-06-19,6.208,3840,"['Action', 'Comedy', 'Thriller']",80000000,230685453,110,medium
274854,tt1618442,The Last Witch Hunter,Live forever. Hunt forever.,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",/dS9YdnJkxtKE2PKCSsxTaO7Jpf5.jpg,/mXmvN6drkdU1PWFF92AGklEVIa3.jpg,2015-10-21,6.009,3820,"['Action', 'Adventure', 'Fantasy']",90000000,146936910,106,medium
521029,tt8350360,Annabelle Comes Home,Possess them all.,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg,/jB98SrdXAYSbiprjIwc7WfVCuCV.jpg,2019-06-26,6.4,3809,['Horror'],27000000,231252591,106,medium
152760,tt2177771,The Monuments Men,It was the greatest art heist in history,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",/wiWAg4mKV2S4vImPxsPRIdj2R2B.jpg,/vsLrBh3MALRGRB1pMErDQQz3l3c.jpg,2014-01-24,6.058,3786,"['War', 'Drama', 'History', 'Action']",70000000,154984035,118,medium
9472,tt0364725,DodgeBall: A True Underdog Story,Grab life by the ball.,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",/r8KbNHkkwFXLjV1suGwm0Qjure5.jpg,/1nL5TJrldKI4rIj16tZTdqpdYL3.jpg,2004-06-18,6.365,3781,['Comedy'],20000000,168423227,93,medium
97370,tt1441395,Under the Skin,,A seductive stranger prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell.,/55wmcXJIDYITr7JDijJTdvwSaAv.jpg,/eS5OdKN3kRZXQbWRSSCJ4Gh0z26.jpg,2014-03-14,6.146,3772,"['Thriller', 'Science Fiction', 'Drama']",13300000,7229933,108,medium
11917,tt1132626,Saw V,You won't believe how it ends.,"Following Jigsaw's grisly demise, Detective Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",/rKl79KqLXg60KFyKsLe4wSSjQ08.jpg,/jIjVPKDow5ai8dbs4PgWmtqg9Ol.jpg,2008-10-23,6.172,3769,"['Horror', 'Thriller', 'Crime']",10800000,118209778,95,medium
308531,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,Raise some shell.,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",/euVaCiCWz3AALcQXHT6aUqdGUo6.jpg,/41objfan7PDTBG5MFXQl4ownQzJ.jpg,2016-06-01,6.0,3760,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",135000000,245623848,112,medium
9486,tt0274166,Johnny English,He knows no fear. He knows no danger. He knows nothing.,"A lowly pencil pusher working for MI7, Johnny English is suddenly promoted to super spy after Agent One is assassinated and every other agent is blown up at his funeral. When a billionaire entrepreneur sponsors the exhibition of the Crown Jewels—and the valuable gems disappear on the opening night and on English's watch—the newly-designated agent must jump into action to find the thief and recover the missing gems.",/mmzW88tnkB2MnOV3Un2F9IUxSnZ.jpg,/gtDuUEprJkTIrzcO2vFsXgdkJ0R.jpg,2003-03-14,6.292,3749,"['Adventure', 'Action', 'Comedy']",40000000,160466000,87,medium
193610,tt2203939,The Other Woman,The oddest friends are about to get even,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",/yHnbb6z8REuFIyBLT2Nj3MX54dY.jpg,/w5pNa5J3PtjY0d1DbFYOoW8Ftaj.jpg,2014-04-16,6.42,3705,"['Comedy', 'Romance']",40000000,196800000,109,medium
10200,tt0970416,The Day the Earth Stood Still,We thought the Earth was ours. We were wrong.,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",/vBgFSYmG5tb7GsZ3tHR0WNaWaxA.jpg,/nIxFtd6gcmGGvFxyb1z3mt46CrN.jpg,2008-12-10,5.654,3704,"['Drama', 'Science Fiction', 'Thriller']",80000000,233093859,104,medium
44943,tt1217613,Battle: Los Angeles,It's not war. It's survival.,"When once distant UFOs become a terrifying threat and an alien invasion force begins attacking Earths major costal and riverside cities, a U.S Marine staff sergeant and his team are sent into battle only to find they must take it upon themselves to defeat an unknown enemy and protect what remains of Los Angeles.",/jloyGeVYZSxM9zsLFvVOWuj2ey4.jpg,/buspsNeIGOAznaYQsnGDmQLZakW.jpg,2011-03-08,5.813,3690,"['Science Fiction', 'Action']",70000000,211800000,116,medium
10054,tt0227538,Spy Kids,Real spies... only smaller,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",/j3rUkHIAAoKr6jU30q3Db4fcIF9.jpg,/wfStsmeSW7MtvYhD9Ac6ETXdbmx.jpg,2001-03-18,5.817,3683,"['Family', 'Action', 'Comedy', 'Adventure', 'Science Fiction']",35000000,147934180,88,medium
456740,tt2274648,Hellboy,Demons have demons too.,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg,/djiDKVB07xTy7tDFbWb9k7KLI3E.jpg,2019-04-10,5.576,3677,"['Fantasy', 'Horror', 'Action', 'Adventure']",50000000,55065289,121,medium
340102,tt4682266,The New Mutants,There is something new to fear.,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",/xiDGcXJTvu1lazFRYip6g1eLt9c.jpg,/1MoeNacOltBWojkStjhT3svBTOK.jpg,2020-04-02,6.079,3677,"['Science Fiction', 'Horror', 'Action']",67000000,49169594,94,medium
5174,tt0293564,Rush Hour 3,The rush is on!,"After a botched assassination attempt, the mismatched duo finds themselves in Paris, struggling to retrieve a precious list of names, as the murderous crime syndicate's henchmen try their best to stop them. Once more, Lee and Carter must fight their way through dangerous gangsters; however, this time, the past has come back to haunt Lee. Will the boys get the job done once and for all?",/mp9CzKxLa2i7yblMXUrzVfGqsCo.jpg,/ozsLB1HRCN6ZAmJN89pWtoiAwnb.jpg,2007-08-08,6.484,3664,"['Action', 'Comedy', 'Crime']",140000000,258097122,90,medium
77950,tt1860353,Turbo,He's fast. They're furious.,The tale of an ordinary garden snail who dreams of winning the Indy 500.,/w6GdF5hcnsU5IwaRhyhnysNy5hO.jpg,/dxmp5eHarPlNyeRyuzD6oMWqTjs.jpg,2013-07-11,6.267,3648,"['Animation', 'Family']",135000000,282570682,96,medium
65086,tt1596365,The Woman in Black,What did they see?,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",/nghQnDZE4EsQJ4J4zxR3UqItTpO.jpg,/jJ3yFKs6xeVGxtmm7GXZYQ3XAvz.jpg,2012-02-03,6.141,3640,"['Drama', 'Horror', 'Thriller']",32000000,129000000,95,medium
13387,tt1129442,Transporter 3,"This time, the rules are the same. Except one.","Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukrainian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",/p4R9Le2jYW2XB2QxbUeu74jJQ5D.jpg,/5yrQsEuuqc4s8t8nszLxAAGQpR2.jpg,2008-11-26,6.162,3629,"['Action', 'Thriller', 'Crime']",30000000,109000000,104,medium
512196,tt8155288,Happy Death Day 2U,Death makes a killer comeback.,"Collegian Tree Gelbman wakes up in horror to learn that she's stuck in a parallel universe. Her boyfriend Carter is now with someone else, and her friends and fellow students seem to be completely different versions of themselves. When Tree discovers that Carter's roommate has been altering time, she finds herself once again the target of a masked killer. When the psychopath starts to go after her inner circle, Tree soon realizes that she must die over and over again to save everyone.",/4tdnePOkOOzwuGPEOAHp8UA4vqx.jpg,/bU1n7bkDviEqwfKFTbjQ8BFrqEN.jpg,2019-02-13,6.323,3626,"['Comedy', 'Horror', 'Science Fiction']",9000000,64600152,100,medium
1620,tt0465494,Hitman,Most believe his very existence is a sin. But others know he is a necessary evil.,"A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",/h69UJOOKlrHcvhl5H2LY74N61DQ.jpg,/9LMIoURuLvxEVKMib4DoVVcJJ5l.jpg,2007-11-21,6.152,3619,"['Action', 'Thriller', 'Drama']",24000000,101276318,89,medium
278924,tt3522806,Mechanic: Resurrection,Four continents. Three kills... Or the love of his life is dead.,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",/bG3Q6EFcngpPn7uPuQTzTuq9DgV.jpg,/3f5rBEc6ioRBO2CATDt4sKjEJnY.jpg,2016-08-25,6.0,3613,"['Action', 'Crime', 'Thriller']",40000000,125729635,99,medium
267935,tt3691740,The BFG,The world is more giant than you can imagine.,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",/w17Mc2x2olB5CtewznUFxgpvne0.jpg,/tOTtJelsPKX0bvSdvDVL2ou3cGS.jpg,2016-06-01,6.3,3600,"['Adventure', 'Family', 'Fantasy']",140000000,195243411,117,medium
594767,tt10151854,Shazam! Fury of the Gods,Oh. My. Gods.,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",/3GrRgt6CiLIUXUtoktcv1g2iwT5.jpg,/kQV9sV0IbastbU5FYxuYwxfMawz.jpg,2023-03-15,6.428,3598,"['Comedy', 'Action', 'Fantasy']",110000000,134221819,130,medium
280092,tt3195644,Insidious: Chapter 3,This is how you die.,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",/iDdGfdNvY1EX0uDdA4Ru77fwMfc.jpg,/1fpwEe2GvNjAq2MN2xxdifNZLBT.jpg,2015-05-28,6.3,3580,"['Horror', 'Thriller']",10000000,120453155,97,medium
449563,tt2452244,Isn't It Romantic,None of the feels.,"For a long time, Natalie, an Australian architect living in New York City, had always believed that what she had seen in rom-coms is all fantasy. But after thwarting a mugger at a subway station only to be knocked out while fleeing, Natalie wakes up and discovers that her life has suddenly become her worst nightmare—a romantic comedy—and she is the leading lady.",/5xNBYXuv8wqiLVDhsfqCOr75DL7.jpg,/4epIlsVpzk2k1fuFS2pzurpIQTJ.jpg,2019-02-13,6.199,3577,"['Comedy', 'Fantasy', 'Romance']",31000000,48800000,88,medium
59962,tt1596350,This Means War,It's SPY Against SPY,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,/7d1hwECRc1NZlGfAeYE42ki7Fem.jpg,/mBbWS0RCF0vmR1p0NI8dpThICjl.jpg,2012-02-14,6.18,3574,"['Action', 'Comedy', 'Romance']",65000000,156974557,98,medium
58233,tt1634122,Johnny English Reborn,A little intelligence goes a long way.,"The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.",/zDbrU0eSnRGh5gHc1iqTACTNNyT.jpg,/croOmkPszzl9p8ASq4NTYunFJ5E.jpg,2011-09-15,6.242,3550,"['Crime', 'Action', 'Comedy']",45000000,160078586,101,medium
6795,tt0406375,Zathura: A Space Adventure,Adventure is waiting.,"After their father is called into work, two young boys, Walter and Danny, are left in the care of their teenage sister, Lisa, and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut, the boys attempt to return home.",/gDb5BW2NLqZ9cvg9nyzkZVvmgze.jpg,/s9Bn7Mx4U9cWOR1WdFZjU1DTAkh.jpg,2005-11-06,6.431,3540,"['Science Fiction', 'Adventure', 'Family']",65000000,65079104,101,medium
406759,tt5834426,Moonfall,Humanity will face the dark side of the Moon.,A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,/bjTU4fmmGjAOOiOlE6WYDagoSsP.jpg,/8QpzqK3nPGxpqpKqhe6QasTGBWQ.jpg,2022-02-02,6.25,3529,"['Science Fiction', 'Adventure', 'Action']",146000000,67319703,131,medium
72331,tt1611224,Abraham Lincoln: Vampire Hunter,Are you a patriot or a vampire?,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",/qv8deK0ZmutAuEpejruQKApIy6r.jpg,/ei4bXNp4hBrfUEvWkp7usnQeGQP.jpg,2012-06-20,5.765,3529,"['Action', 'Fantasy', 'Horror']",69000000,116500000,105,medium
384521,tt2548396,The Cloverfield Paradox,The future unleashed every thing.,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",/vJi2ExTcWdJR3150VPKqqtdGxsT.jpg,/2cnUCcNmmj79hGmimvWlUo5P2K8.jpg,2018-02-04,5.63,3528,"['Horror', 'Mystery', 'Science Fiction']",45000000,0,102,medium
23631,tt0985694,Machete,They just messed with the wrong Mexican.,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",/dcPSm1rGEFdiEc7DaKz0t5kb66b.jpg,/wbjoD8BN5W9VusuLJYdd7tWUxqh.jpg,2010-09-01,6.342,3523,"['Action', 'Comedy', 'Thriller']",10500000,45491656,105,medium
277685,tt3713166,Unfriended,"Online, your memories last forever. But so do your mistakes.","While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.",/8byPxREr3BqBNyyij5WHVSOVtYk.jpg,/5RtOlnBnXx54umgY8DXSNAKCFBp.jpg,2014-06-18,5.542,3512,"['Horror', 'Mystery']",1000000,64364198,83,medium
399361,tt1488606,Triple Frontier,,"Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.",/aBw8zYuAljVM1FeK5bZKITPH8ZD.jpg,/s9I2LmQMYCanl6DvC3X1AOHs2r8.jpg,2019-03-06,6.327,3501,"['Action', 'Thriller', 'Crime', 'Adventure']",115000000,0,125,medium
109431,tt2024432,Identity Thief,She's having the time of his life,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",/lIliJCGoWT6tEVaDivLpXEf038w.jpg,/lDc6JPsXm9ARe9w9PC9qegqYs94.jpg,2013-02-07,5.851,3497,"['Comedy', 'Crime']",35000000,173965010,111,medium
7512,tt0387808,Idiocracy,"In the future, intelligence is extinct.","To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",/k75tEyoPbPlfHSKakJBOR5dx1Dp.jpg,/9Z4msMhKvNp63sOB1ZvxPMPvqz3.jpg,2006-09-01,6.369,3487,"['Comedy', 'Science Fiction', 'Adventure']",30000000,495303,84,medium
1966,tt0346491,Alexander,The greatest legend of all was real,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",/jrwQu72sGwGqwE8Ijne89PSIvhp.jpg,/h21dxRjtR7xOhyZljtSYeTETCht.jpg,2004-11-21,6.0,3477,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']",155000000,167298192,176,medium
22804,tt1233227,Saw VI,The game has come full circle.,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",/9JtluosCbioSXJSABZByaODyPpa.jpg,/gqR59DjJGr6i8mxRD1VfOzCueTI.jpg,2009-10-22,6.29,3474,"['Horror', 'Thriller']",11000000,69752402,90,medium
3594,tt0481369,The Number 23,First it takes hold of your mind...then it takes hold of your life.,"Animal control officer Walter Sparrow becomes obsessed with a novel that he believes was written about him, as more and more similarities between himself and his literary alter ego seem to arise.",/iPJwdvgX3I5dEw9QhDOG3hxUvMp.jpg,/zBFbGxw22wY2VTNGbcknd84CIEf.jpg,2007-02-23,6.412,3472,"['Thriller', 'Mystery', 'Crime']",30000000,77677553,97,medium
462919,tt3120280,Sierra Burgess Is a Loser,Just be you.,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,/vjnHRySiVM4YcBYzjCxw344y9g.jpg,/fdFIVBpq57ZbHok07SI3gNLWUbO.jpg,2018-09-07,6.287,3456,"['Comedy', 'Drama', 'Romance']",0,0,105,medium
109451,tt1985966,Cloudy with a Chance of Meatballs 2,Something big was leftover.,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",/ss5NcK2NWFg2YcKKYXLrk8q1myS.jpg,/vWriOBVlgW0XWdgbOiijhyLW7B8.jpg,2013-09-26,6.455,3453,"['Animation', 'Family', 'Comedy']",78000000,248384621,95,medium
40805,tt0990407,The Green Hornet,Breaking the Law to Protect It.,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",/1YrRviphr3eXPus9iHyQX56QgIE.jpg,/aBCn1z1tJGivVhY1nHSrXOQqQwG.jpg,2011-01-12,5.595,3453,"['Action', 'Crime', 'Comedy']",120000000,227817248,119,medium
173897,tt2592614,Resident Evil: The Final Chapter,Evil comes home,"Picking up immediately after the events in Resident Evil: Retribution, Alice is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",/7glPlA0xPpxPxBu0TnY4ulQVCV1.jpg,/sQRfWdDxH53Vk7ZJ1UqzcaBHocO.jpg,2016-12-23,6.1,3441,"['Action', 'Horror', 'Science Fiction']",40000000,312242626,107,medium
531309,tt7752126,Brightburn,He's not here to save the world.,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",/sJWwkYc9ajwnPRSkqj8Aue5JbKz.jpg,/j3w3lT3ABvJsVE3byNOMCYmnGMB.jpg,2019-05-09,6.143,3425,"['Horror', 'Science Fiction']",6000000,33224654,91,medium
39451,tt0970866,Little Fockers,"Kids bring everyone closer, right?","It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",/90mwPRNMmX9RUGVgKMJMJNQnYX8.jpg,/sLDoVwrzmKNdiBmykPSxaJA7uQh.jpg,2010-12-21,5.7,3420,"['Comedy', 'Romance']",100000000,310650585,98,medium
274167,tt1528854,Daddy's Home,Choose your Daddy,"The story of a mild-mannered radio executive who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",/fB9lALk9zKsMYWvf0bJSkJN219Z.jpg,/4kui3QA55M2ZOmBgoRlrYj5MSlK.jpg,2015-12-25,6.294,3414,['Comedy'],50000000,242786137,96,medium
443791,tt5774060,Underwater,7 miles below the ocean surface something has awakened,"After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.",/gzlbb3yeVISpQ3REd3Ga1scWGTU.jpg,/tya34K7D4jtDrVbvExyvTx97Aen.jpg,2020-01-08,6.279,3410,"['Horror', 'Science Fiction', 'Action', 'Adventure']",50000000,40882928,95,medium
157433,tt0837563,Pet Sematary,Sometimes dead is better.,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",/7SPhr7Qj39vbnfF9O2qHRYaKHAL.jpg,/t2sT9VGe6kwbKtNYUSaYcFX5JQn.jpg,2019-04-04,5.745,3401,['Horror'],21000000,113118226,101,medium
19959,tt0986263,Surrogates,How do you save humanity when the only thing that's real is you?,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",/v3Z0Hbl0oe57njrrIPh0fJPFoo.jpg,/cCjzu6OZIUDWowadzexCHNBTmjH.jpg,2009-09-24,6.139,3401,"['Science Fiction', 'Action', 'Thriller']",80000000,122444772,89,medium
9506,tt0305224,Anger Management,Feel the love.,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",/8wX3S5HjL3bgb2yi4CfR2qIqbdH.jpg,/jDQcNjo5SM8YxlcSn06cFzlLH6L.jpg,2003-04-11,6.16,3401,['Comedy'],75000000,195745823,106,medium
818,tt0295178,Austin Powers in Goldmember,"The grooviest movie of the summer has a secret, baby!","The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe—'70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",/n8V61f1v7idya4WJzGEJNoIp9iL.jpg,/kuPpElzfYnzsCye0hF8EbJSrvwo.jpg,2002-07-26,6.015,3395,"['Comedy', 'Crime']",63000000,296938801,94,medium
100042,tt2096672,Dumb and Dumber To,The average person uses 10% of their brain capacity. Imagine what he could do with 1%.,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",/cvEi0xV7TUkabJGuzulhvbMjrHi.jpg,/436HdmXTod7X0aafPPoIZyaecgh.jpg,2014-11-12,5.572,3394,['Comedy'],40000000,169837010,110,medium
6557,tt0988595,27 Dresses,She's about to find the perfect fit.,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,/rEfourJfgEyKiewwH8ZkUYt9AqE.jpg,/esArWR9sImBpEgq3sHCPyP5mcfd.jpg,2008-01-10,6.451,3380,"['Comedy', 'Romance']",30000000,160300000,111,medium
433808,tt5638642,The Ritual,Your darkest dream awaits you.,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",/9022CYEGqYETCeXN1oE3uwYJWub.jpg,/vaArQHq1lHFNppoJlMlv30Gs2fQ.jpg,2017-10-11,6.273,3377,"['Horror', 'Mystery']",1000000,1786396,94,medium
